,sys/creation_time,sys/description,sys/failed,sys/hostname,sys/id,sys/modification_time,sys/monitoring_time,sys/name,sys/owner,sys/ping_time,sys/running_time,sys/size,sys/state,sys/tags,metrics/ACC_balance,metrics/ACC_overall,metrics/ACC_protected,metrics/ACC_relative_balance,metrics/ACC_unprotected,metrics/FDR_balance,metrics/FDR_overall,metrics/FDR_protected,metrics/FDR_relative_balance,metrics/FDR_unprotected,metrics/FNR_balance,metrics/FNR_overall,metrics/FNR_protected,metrics/FNR_relative_balance,metrics/FNR_unprotected,metrics/FOR_balance,metrics/FOR_overall,metrics/FOR_protected,metrics/FOR_relative_balance,metrics/FOR_unprotected,metrics/FPR_balance,metrics/FPR_overall,metrics/FPR_protected,metrics/FPR_relative_balance,metrics/FPR_unprotected,metrics/MCC_balance,metrics/MCC_overall,metrics/MCC_protected,metrics/MCC_relative_balance,metrics/MCC_unprotected,metrics/NPV_balance,metrics/NPV_overall,metrics/NPV_protected,metrics/NPV_relative_balance,metrics/NPV_unprotected,metrics/Negatives_balance,metrics/Negatives_overall,metrics/Negatives_protected,metrics/Negatives_relative_balance,metrics/Negatives_unprotected,metrics/PPV_balance,metrics/PPV_overall,metrics/PPV_protected,metrics/PPV_relative_balance,metrics/PPV_unprotected,metrics/Positives_balance,metrics/Positives_overall,metrics/Positives_protected,metrics/Positives_relative_balance,metrics/Positives_unprotected,metrics/TNR_balance,metrics/TNR_overall,metrics/TNR_protected,metrics/TNR_relative_balance,metrics/TNR_unprotected,metrics/TPR_balance,metrics/TPR_overall,metrics/TPR_protected,metrics/TPR_relative_balance,metrics/TPR_unprotected,metrics/audit_acc,metrics/batch/Acc,metrics/batch/loss,metrics/epoch/Acc,metrics/epoch/loss,metrics/epoch/val_Acc,metrics/epoch/val_loss,metrics/eval_Acc,metrics/eval_loss,model/params/batch-size,model/params/dataset,model/params/epochs,model/params/loss-args,model/params/loss-kwargs,model/params/model,model/params/noise,model/params/noise-args,model/params/protected-demotion,model/params/protected-promotion,model/params/robust-method,model/params/unprotected-demotion,model/params/unprotected-promotion,model_summary,parameters/hyperparameters/dropout,parameters/hyperparameters/hidden_size_0,parameters/hyperparameters/hidden_size_1,parameters/hyperparameters/hidden_size_2,parameters/hyperparameters/num_layers,parameters/num-classes,parameters/num-features,source_code/git,source_code/integrations/neptune-tensorflow-keras,monitoring/cpu,monitoring/gpu,monitoring/gpu_memory,monitoring/memory,monitoring/stdout
0,2021-08-24 01:46:10.819000+00:00,,False,meriadoc,FAIRDEB-357,2021-08-24 01:46:26.347000+00:00,614,arbitrary_correction_batch,ygorcanalli,2021-08-24 01:46:26.347000+00:00,15.519,407270.0,idle,"creating metrics,running_ok",-0.10355085247569051,0.8510533750998096,0.9201254381110496,-0.12167374633059448,0.8165745856353591,-0.20149366372126662,0.22767343809888846,0.3790446841294299,-0.8850117317319607,0.17755102040816326,0.18796485237163207,0.47607904316172645,0.3169491525423729,0.39481858122408353,0.504914004914005,0.14553217740188554,0.13392334698654185,0.039186923721709975,1.0866826485191583,0.18471910112359552,-0.005155747702104946,0.047768395657418576,0.050921134340716205,-0.10793219305669192,0.04576538663861126,-0.07112734199782056,0.5513413877514223,0.606426489221526,-0.12900780456171562,0.5352991472237054,-0.1455321774018855,0.8660766530134582,0.96081307627829,-0.16803613963673497,0.8152808988764045,-0.060759212434557175,0.8397518579939807,0.8802803910717579,-0.07235376957628917,0.8195211786372008,0.20149366372126665,0.7723265619011115,0.6209553158705701,0.2608917958554763,0.8224489795918367,0.06075921243455726,0.16024814200601928,0.11971960892824202,0.3791570477757864,0.18047882136279927,0.005155747702104918,0.9522316043425815,0.9490788656592838,0.005414384146243953,0.9542346133613887,-0.18796485237163202,0.5239209568382736,0.6830508474576271,-0.35876566859617703,0.4950859950859951,0.8510533750998096,0.8314825892448425,0.4434458911418915,0.8314825892448425,0.4434458911418915,0.8319050073623657,0.4324963688850403,0.8324980735778809,0.4384835958480835,32,income,10,"[[array([[0.6 , 0.4 ],
       [0.04, 0.96]]), array([[0.96, 0.04],
       [0.4 , 0.6 ]])]]",None,simple-mlp,None,None,0.04,0.4,fair-forward,0.4,0.04,_________________________________________________________________,0.2,32,64,32,3,2,108,d7b28bc994f1b8fad5ee955b223730e9a4a27fcb,0+untagged.72.gd7b28bc.dirty,22.9,,,10.215091705322266,"Shutting down background jobs, please wait a moment...
"
1,2021-08-24 01:45:52.173000+00:00,,False,meriadoc,FAIRDEB-356,2021-08-24 01:46:07.844000+00:00,615,arbitrary_correction_batch,ygorcanalli,2021-08-24 01:46:07.844000+00:00,15.662,407270.0,idle,"creating metrics,running_ok",-0.11129055106955665,0.8488422087095387,0.9230769230769231,-0.1311086441362845,0.8117863720073665,-0.18038432986843092,0.21109720483938257,0.34851138353765326,-0.8545083768668555,0.16812705366922234,0.16398513305292967,0.5083203328133126,0.3694915254237288,0.32260195484479154,0.5334766584766585,0.14732517933397085,0.14080956496686833,0.044948453608247424,1.0462725267891824,0.19227363294221828,-0.0008188120928193585,0.04069159630076397,0.041192299730904575,-0.020122388091321587,0.040373487638085216,-0.07578841823161409,0.5406314045995716,0.5978661461090297,-0.14018500883748725,0.5220777278774156,-0.14732517933397093,0.8591904350331316,0.9550515463917526,-0.17146976191406257,0.8077263670577817,-0.06280884344797855,0.8527731711811314,0.894668880280391,-0.07365246183927822,0.8318600368324125,0.1803843298684309,0.7889027951606175,0.6514886164623468,0.22865216218647744,0.8318729463307777,0.06280884344797855,0.14722682881886862,0.10533111971960893,0.42661275768733364,0.16813996316758748,0.0008188120928193099,0.959308403699236,0.9588077002690955,0.0008535441675084348,0.9596265123619148,-0.16398513305292972,0.4916796671866875,0.6305084745762712,-0.33352026532076556,0.4665233415233415,0.8488422087095387,0.8322846293449402,0.4400191903114319,0.8322846293449402,0.4400191903114319,0.8327374458312988,0.42959025502204895,0.8332038521766663,0.43492311239242554,32,income,10,"[[array([[0.6 , 0.4 ],
       [0.04, 0.96]]), array([[0.97, 0.03],
       [0.3 , 0.7 ]])]]",None,simple-mlp,None,None,0.03,0.3,fair-forward,0.4,0.04,_________________________________________________________________,0.2,32,64,32,3,2,108,d7b28bc994f1b8fad5ee955b223730e9a4a27fcb,0+untagged.72.gd7b28bc.dirty,21.9,,,10.114250183105469,"Shutting down background jobs, please wait a moment...
"
2,2021-08-24 01:45:34.090000+00:00,,False,meriadoc,FAIRDEB-355,2021-08-24 01:45:49.487000+00:00,614,arbitrary_correction_batch,ygorcanalli,2021-08-24 01:45:49.487000+00:00,15.39,407268.0,idle,"creating metrics,running_ok",-0.10972853676260008,0.8519132731404705,0.925106068990961,-0.1288024734702157,0.815377532228361,-0.15276531378226293,0.21219414360208583,0.3315018315018315,-0.7199318095636702,0.17873651771956856,0.12755070170324412,0.48933957358294333,0.3813559322033898,0.26065887287496114,0.5089066339066339,0.13975437778870967,0.13649550333623442,0.046153846153846156,1.0238753246284424,0.18590822394255582,0.008299023566783477,0.04254121431443506,0.03746636307182778,0.19508196229291594,0.04576538663861126,-0.06948645143312338,0.5521692578453765,0.6014088832138859,-0.1258426658960822,0.5319224317807625,-0.1397543777887097,0.8635044966637656,0.9538461538461539,-0.16184557038054168,0.8140917760574442,-0.07856234349536939,0.8468767274737424,0.8992805755395683,-0.09276715364433631,0.8207182320441989,0.152765313782263,0.7878058563979141,0.6684981684981685,0.19391238658817803,0.8212634822804314,0.07856234349536946,0.1531232725262576,0.10071942446043165,0.5130659905527919,0.1792817679558011,-0.00829902356678347,0.957458785685565,0.9625336369281722,-0.008667760629342554,0.9542346133613887,-0.12755070170324412,0.5106604264170567,0.6186440677966102,-0.24977596677733038,0.49109336609336607,0.8519132731404705,0.8350609540939331,0.43737563490867615,0.8350609540939331,0.43737563490867615,0.8354028463363647,0.42701950669288635,0.8359163403511047,0.4328840970993042,32,income,10,"[[array([[0.6 , 0.4 ],
       [0.04, 0.96]]), array([[0.98, 0.02],
       [0.2 , 0.8 ]])]]",None,simple-mlp,None,None,0.02,0.2,fair-forward,0.4,0.04,_________________________________________________________________,0.2,32,64,32,3,2,108,d7b28bc994f1b8fad5ee955b223730e9a4a27fcb,0+untagged.72.gd7b28bc.dirty,9.1,,,10.038314819335938,"Shutting down background jobs, please wait a moment...
"
3,2021-08-24 01:33:58.185000+00:00,,False,meriadoc,FAIRDEB-354,2021-08-24 01:34:13.527000+00:00,614,arbitrary_correction_batch,ygorcanalli,2021-08-24 01:34:13.527000+00:00,15.335,407277.0,idle,"creating metrics,running_ok",-0.10991086433870323,0.8506848473680978,0.9239992621287585,-0.12920280016595143,0.8140883977900553,-0.16104038873697438,0.2162053750501404,0.3410714285714286,-0.7448491449374344,0.1800310398344542,0.13863011701994754,0.4919396775871035,0.37457627118644066,0.28180308142638383,0.5132063882063882,0.14172104823261072,0.13722077168552366,0.04546389631763012,1.0327958842659812,0.18718494455024084,0.006229058756185263,0.04334539605950945,0.039536327882425996,0.14370750581291974,0.04576538663861126,-0.07124141780733095,0.5481537381079888,0.5995174927087712,-0.12996612602374713,0.5282760749014402,-0.14172104823261067,0.8627792283144764,0.9545361036823699,-0.1642610804498349,0.8128150554497592,-0.07469065971192446,0.8468767274737424,0.8966980261944291,-0.08819543304103873,0.8220073664825046,0.16104038873697435,0.7837946249498596,0.6589285714285714,0.20546248163831987,0.8199689601655458,0.07469065971192446,0.1531232725262576,0.10330197380557093,0.4877812397793189,0.1779926335174954,-0.006229058756185291,0.9566546039404905,0.960463672117574,-0.006511293345087769,0.9542346133613887,-0.13863011701994754,0.5080603224128966,0.6254237288135593,-0.27286153022452314,0.4867936117936118,0.8506848473680978,0.8341189622879028,0.4366469979286194,0.8341189622879028,0.4366469979286194,0.8344922661781311,0.42565253376960754,0.8349840044975281,0.432803750038147,32,income,10,"[[array([[0.6 , 0.4 ],
       [0.04, 0.96]]), array([[0.985, 0.015],
       [0.15 , 0.85 ]])]]",None,simple-mlp,None,None,0.015,0.15,fair-forward,0.4,0.04,_________________________________________________________________,0.2,32,64,32,3,2,108,d7b28bc994f1b8fad5ee955b223730e9a4a27fcb,0+untagged.72.gd7b28bc.dirty,19.1,,,10.905570983886719,"Shutting down background jobs, please wait a moment...
"
4,2021-08-24 01:33:33.366000+00:00,,False,meriadoc,FAIRDEB-353,2021-08-24 01:33:54.320000+00:00,620,arbitrary_correction_batch,ygorcanalli,2021-08-24 01:33:54.320000+00:00,20.944,407271.0,idle,"creating metrics,running_ok",-0.11065179305769157,0.8527731711811314,0.9265818114738978,-0.12975524652638118,0.8159300184162063,-0.1352130471795331,0.21907716169057775,0.32545454545454544,-0.6171937144708246,0.19024149827501233,0.12420667971515431,0.4763390535621425,0.3711864406779661,0.2607526693146744,0.4953931203931204,0.13769205413610686,0.13370310903517735,0.04495996715253541,1.029834348129332,0.18265202128864227,0.013710386334268722,0.045436268596702856,0.03705237010970813,0.30174983020642754,0.050762756443976854,-0.0768932213875746,0.556342022972034,0.6103804196814111,-0.13821213967768142,0.5334871982938365,-0.13769205413610697,0.8662968909648227,0.9550400328474646,-0.15894326249140164,0.8173479787113577,-0.08537511682112031,0.8415944966525398,0.8985427042981,-0.10144448087612463,0.8131675874769797,0.13521304717953309,0.7809228383094222,0.6745454545454546,0.17314520788282814,0.8097585017249876,0.08537511682112026,0.15840550334746023,0.10145729570190001,0.5389655978924618,0.18683241252302027,-0.013710386334268687,0.9545637314032972,0.9629476298902918,-0.014362986863237668,0.9492372435560231,-0.12420667971515431,0.5236609464378575,0.6288135593220339,-0.23718912124353697,0.5046068796068796,0.8527731711811314,0.8336541652679443,0.4358093738555908,0.8336541652679443,0.4358093738555908,0.8340778946876526,0.4260396361351013,0.8346419334411621,0.4309723377227783,32,income,10,"[[array([[0.6 , 0.4 ],
       [0.04, 0.96]]), array([[0.99, 0.01],
       [0.1 , 0.9 ]])]]",None,simple-mlp,None,None,0.01,0.1,fair-forward,0.4,0.04,_________________________________________________________________,0.2,32,64,32,3,2,108,d7b28bc994f1b8fad5ee955b223730e9a4a27fcb,0+untagged.72.gd7b28bc.dirty,20.2,,,10.828666687011719,"Shutting down background jobs, please wait a moment...
"
5,2021-08-24 01:33:12.815000+00:00,,False,meriadoc,FAIRDEB-352,2021-08-24 01:33:30.264000+00:00,616,arbitrary_correction_batch,ygorcanalli,2021-08-24 01:33:30.264000+00:00,17.44,407277.0,idle,"creating metrics,running_ok",-0.11129819476335634,0.8534488053559364,0.9276886183361004,-0.13040992507680493,0.816390423572744,-0.11239877806332735,0.2084664536741214,0.29878048780487804,-0.5391696173765741,0.1863817097415507,0.08198163494773664,0.484659386375455,0.4152542372881356,0.16915309442542656,0.49723587223587223,0.13327338165787822,0.13529796036873049,0.049705822682085614,0.9850361475861525,0.18297920433996384,0.018887666679261405,0.04197828709288299,0.03042848271579383,0.44993895623872715,0.049316149395055235,-0.06619948915888807,0.5573483683671677,0.6009536556599608,-0.11877578354239916,0.5347541665010728,-0.13327338165787828,0.8647020396312695,0.9502941773179144,-0.1541263644002845,0.8170207956600362,-0.09450887229018312,0.8462010932989374,0.9092418372993912,-0.11168606734096474,0.8147329650092081,0.11239877806332743,0.7915335463258786,0.7012195121951219,0.1420012816703188,0.8136182902584493,0.09450887229018315,0.15379890670106258,0.09075816270060874,0.614496385685492,0.1852670349907919,-0.01888766667926145,0.958021712907117,0.9695715172842062,-0.019715280379133393,0.9506838506049448,-0.08198163494773669,0.515340613624545,0.5847457627118644,-0.15908242583703094,0.5027641277641277,0.8534488053559364,0.833483874797821,0.43470853567123413,0.833483874797821,0.43470853567123413,0.8339899778366089,0.42536571621894836,0.8346163034439087,0.43093448877334595,32,income,10,"[[array([[0.6 , 0.4 ],
       [0.04, 0.96]]), array([[0.995, 0.005],
       [0.05 , 0.95 ]])]]",None,simple-mlp,None,None,0.005,0.05,fair-forward,0.4,0.04,_________________________________________________________________,0.2,32,64,32,3,2,108,d7b28bc994f1b8fad5ee955b223730e9a4a27fcb,0+untagged.72.gd7b28bc.dirty,23.1,,,10.82193374633789,"Shutting down background jobs, please wait a moment...
"
6,2021-08-24 01:32:44.065000+00:00,,False,meriadoc,FAIRDEB-351,2021-08-24 01:33:08.271000+00:00,622,arbitrary_correction_batch,ygorcanalli,2021-08-24 01:33:08.271000+00:00,24.196,407262.0,idle,"creating metrics,running_ok",-0.10899341725089962,0.8533259627786991,0.9260284080427965,-0.12772776407269104,0.8170349907918969,-0.12600265268742497,0.20886581469648563,0.30985915492957744,-0.603270826633484,0.18385650224215247,0.07828467913213677,0.48491939677587104,0.4186440677966102,0.16143853937919464,0.49692874692874694,0.13260043569290375,0.13537054511141758,0.050162469536961816,0.9795368378236649,0.18276290522986557,0.016649632921521766,0.04205870526739043,0.03187745808321259,0.39586651124115324,0.04852709100473435,-0.05644187843063353,0.5569475394457591,0.5930045035731482,-0.10134146294424985,0.5365626251425146,-0.1326004356929038,0.8646294548885824,0.9498375304630382,-0.153360997526959,0.8172370947701344,-0.09312612808180987,0.8462010932989374,0.9083194982475558,-0.11005200633664415,0.8151933701657459,0.12600265268742505,0.7911341853035144,0.6901408450704225,0.15926837068617483,0.8161434977578476,0.09312612808180994,0.15379890670106258,0.0916805017524442,0.6055057872603625,0.18480662983425414,-0.016649632921521773,0.9579412947326096,0.9681225419167874,-0.01738064014263963,0.9514729089952656,-0.07828467913213677,0.515080603224129,0.5813559322033899,-0.15198529830499646,0.5030712530712531,0.8533259627786991,0.8330879211425781,0.4371015727519989,0.8330879211425781,0.4371015727519989,0.8335418105125427,0.4293052554130554,0.8341250419616699,0.43216684460639954,32,income,10,"[[array([[0.6 , 0.4 ],
       [0.04, 0.96]]), array([[1., 0.],
       [0., 1.]])]]",None,simple-mlp,None,None,0.0,0.0,fair-forward,0.4,0.04,_________________________________________________________________,0.2,32,64,32,3,2,108,d7b28bc994f1b8fad5ee955b223730e9a4a27fcb,0+untagged.72.gd7b28bc.dirty,12.1,,,10.79110336303711,"Shutting down background jobs, please wait a moment...
"
7,2021-08-24 01:32:19.296000+00:00,,False,meriadoc,FAIRDEB-350,2021-08-24 01:32:40.342000+00:00,620,arbitrary_correction_batch,ygorcanalli,2021-08-24 01:32:40.342000+00:00,21.038,407271.0,idle,"creating metrics,running_ok",-0.10133785024678932,0.8506848473680978,0.9182807600073787,-0.1191250209290958,0.8169429097605894,-0.17807929983502505,0.25079253258189504,0.38778625954198476,-0.7100661969545451,0.2097069597069597,0.14956273685087246,0.4469578783151326,0.32033898305084746,0.3346237847169607,0.4699017199017199,0.1366926517883417,0.12788275554233,0.03965589592950063,1.068890416136643,0.17634854771784234,0.007654350938632676,0.05725774024929634,0.05257710618919478,0.13368237910378838,0.06023145712782746,-0.0621049456323729,0.5550162952093979,0.5992009782061715,-0.1118975175475556,0.5370960325737986,-0.13669265178834178,0.87211724445767,0.9603441040704994,-0.15673655423858143,0.8236514522821576,-0.08027855658524596,0.8256249616116946,0.8791735842095554,-0.09723368395807093,0.7988950276243094,0.17807929983502502,0.749207467418105,0.6122137404580152,0.23769023612206677,0.7902930402930403,0.08027855658524605,0.1743750383883054,0.12082641579044456,0.4603787177754106,0.2011049723756906,-0.007654350938632759,0.9427422597507037,0.9474228938108052,-0.008119240290190084,0.9397685428721725,-0.1495627368508725,0.5530421216848674,0.6796610169491526,-0.2704364296795748,0.5300982800982801,0.8506848473680978,0.8386232256889343,0.3956153690814972,0.8386232256889343,0.3956153690814972,0.8389517068862915,0.38642096519470215,0.8393279910087585,0.392654687166214,32,income,10,"[[array([[0.7 , 0.3 ],
       [0.03, 0.97]]), array([[0.96, 0.04],
       [0.4 , 0.6 ]])]]",None,simple-mlp,None,None,0.04,0.4,fair-forward,0.3,0.03,_________________________________________________________________,0.2,32,64,32,3,2,108,d7b28bc994f1b8fad5ee955b223730e9a4a27fcb,0+untagged.72.gd7b28bc.dirty,15.1,,,10.805198669433594,"Shutting down background jobs, please wait a moment...
"
8,2021-08-24 01:31:59.090000+00:00,,False,meriadoc,FAIRDEB-349,2021-08-24 01:32:16.485000+00:00,616,arbitrary_correction_batch,ygorcanalli,2021-08-24 01:32:16.485000+00:00,17.387,407271.0,idle,"creating metrics,running_ok",-0.10272640366245034,0.85418586081936,0.9227079874561889,-0.12026235550646105,0.8199815837937385,-0.14298984073853763,0.25285426460711885,0.3653543307086614,-0.5655029823630346,0.22236448997012379,0.12346853787531753,0.421476859074363,0.3169491525423729,0.29294262595217224,0.4404176904176904,0.12929684987342,0.12185221378636397,0.039072294191391556,1.0610956162036436,0.16836914406481154,0.020493386620318042,0.060554885404101325,0.0480231836058787,0.3384266435905111,0.06851657022619674,-0.06800171766273833,0.5691064879048958,0.6149842022702864,-0.11948856515953511,0.5469824846075481,-0.12929684987341994,0.878147786213636,0.9609277058086084,-0.1472381436283261,0.8316308559351885,-0.0986087967704884,0.8170874024937044,0.8828629404168973,-0.1206832910035572,0.7842541436464089,0.1429898407385376,0.7471457353928811,0.6346456692913386,0.1913814587502764,0.7776355100298762,0.09860879677048842,0.18291259750629568,0.11713705958310275,0.5391033647482613,0.21574585635359117,-0.020493386620318077,0.9394451145958986,0.9519768163941214,-0.02181435221911105,0.9314834297738033,-0.12346853787531753,0.5785231409256371,0.6830508474576271,-0.2134202232217848,0.5595823095823096,0.85418586081936,0.8389748334884644,0.39406299591064453,0.8389748334884644,0.39406299591064453,0.8393826484680176,0.3840414881706238,0.8398283123970032,0.38981956243515015,32,income,10,"[[array([[0.7 , 0.3 ],
       [0.03, 0.97]]), array([[0.97, 0.03],
       [0.3 , 0.7 ]])]]",None,simple-mlp,None,None,0.03,0.3,fair-forward,0.3,0.03,_________________________________________________________________,0.2,32,64,32,3,2,108,d7b28bc994f1b8fad5ee955b223730e9a4a27fcb,0+untagged.72.gd7b28bc.dirty,15.8,,,10.82303237915039,"Shutting down background jobs, please wait a moment...
"
9,2021-08-24 01:31:37.012000+00:00,,False,meriadoc,FAIRDEB-348,2021-08-24 01:31:56.220000+00:00,618,arbitrary_correction_batch,ygorcanalli,2021-08-24 01:31:56.220000+00:00,19.2,407271.0,idle,"creating metrics,running_ok",-0.10474943462144859,0.8511762176770469,0.9210477771628851,-0.12306433432470808,0.8162983425414365,-0.1394727343402932,0.2483197736116024,0.359375,-0.5616658404273631,0.2199022656597068,0.08611168950152004,0.44747789911596464,0.37457627118644066,0.19243786044325745,0.4606879606879607,0.1286222292867725,0.12791734800059462,0.0456140350877193,1.005510443244763,0.1742362643744918,0.022249045622089757,0.05645355850422196,0.04284827157938315,0.39411236796394034,0.06509731720147291,-0.05274878616859191,0.5562635543269703,0.5887603799026564,-0.09482696782537421,0.5360115937340645,-0.12862222928677247,0.8720826519994054,0.9543859649122807,-0.14748857690481862,0.8257637356255082,-0.10102094270185202,0.8263620170751182,0.8937465412285556,-0.12224780497464344,0.7927255985267035,0.13947273434029317,0.7516802263883976,0.640625,0.18554796234353355,0.7800977343402932,0.10102094270185212,0.17363798292488175,0.10625345877144439,0.5817905794583851,0.2072744014732965,-0.022249045622089736,0.943546441495778,0.9571517284206168,-0.02358023372630068,0.9349026827985271,-0.08611168950152004,0.5525221008840354,0.6254237288135593,-0.1558520272107511,0.5393120393120393,0.8511762176770469,0.8394862413406372,0.391044944524765,0.8394862413406372,0.391044944524765,0.8399035930633545,0.3834741413593292,0.8402630686759949,0.38811469078063965,32,income,10,"[[array([[0.7 , 0.3 ],
       [0.03, 0.97]]), array([[0.98, 0.02],
       [0.2 , 0.8 ]])]]",None,simple-mlp,None,None,0.02,0.2,fair-forward,0.3,0.03,_________________________________________________________________,0.2,32,64,32,3,2,108,d7b28bc994f1b8fad5ee955b223730e9a4a27fcb,0+untagged.72.gd7b28bc.dirty,20.9,,,10.961627960205078,"Shutting down background jobs, please wait a moment...
"
